Orthogroup	1	2	3	4	5	6	7	8	9	10
OG0025847	None									
OG0025848	None									
OG0025849	None									
OG0025850	None									
OG0025851	None									
OG0025852	None									
OG0025853	None									
OG0025854	None									
OG0025855	None									
OG0025856	None									
OG0025857	None									
OG0025858	None									
OG0025859	None									
OG0025860	None									
OG0025861	None									
OG0025862	None									
OG0025863	None									
OG0025864	None									
OG0025865	None									
OG0025866	None									
OG0025867	None									
OG0025868	None									
OG0025869	None									
OG0025870	None									
OG0025871	None									
OG0025872	None									
OG0025873	None									
OG0025874	None									
OG0025875	None									
OG0025876	None									
OG0025877	None									
OG0025878	None									
OG0025879	None									
OG0025880	None									
OG0025881	None									
OG0025882	None									
OG0025883	None									
OG0025884	None									
OG0025885	None									
OG0025886	None									
OG0025887	None									
OG0025888	None									
OG0025889	None									
OG0025890	None									
OG0025891	None									
OG0025892	None									
OG0025893	None									
OG0025894	None									
OG0025895	None									
OG0025896	None									
OG0025897	None									
OG0025898	None									
OG0025899	None									
OG0025900	None									
OG0025901	None									
OG0025902	None									
OG0025903	GO:0004672; GO:0005524; GO:0006468 (1)									
OG0025904	None									
OG0025905	None									
OG0025906	None									
OG0025907	None									
OG0025908	None									
OG0025909	None									
OG0025910	None									
OG0025911	None									
OG0025912	None									
OG0025913	None									
OG0025914	GO:0003924; GO:0005525; GO:0005737; GO:0006415; GO:0016020; GO:0016829 (1)									
OG0025915	None									
OG0025916	None									
OG0025917	None									
OG0025918	None									
OG0025919	None									
OG0025920	None									
OG0025921	None									
OG0025922	None									
OG0025923	None									
OG0025924	None									
OG0025925	None									
OG0025926	None									
OG0025927	None									
OG0025928	None									
OG0025929	None									
OG0025930	None									
OG0025931	None									
OG0025932	None									
OG0025933	None									
OG0025934	None									
OG0025935	None									
OG0025936	None									
OG0025937	None									
OG0025938	None									
OG0025939	None									
OG0025940	None									
OG0025941	None									
OG0025942	None									
OG0025943	None									
OG0025944	None									
OG0025945	None									
OG0025946	None									
OG0025947	None									
OG0025948	None									
OG0025949	None									
OG0025950	None									
OG0025951	None									
OG0025952	None									
OG0025953	None									
OG0025954	None									
OG0025955	None									
OG0025956	None									
OG0025957	None									
OG0025958	None									
OG0025959	None									
OG0025960	None									
OG0025961	None									
OG0025962	None									
OG0025963	None									
OG0025964	None									
OG0025965	None									
OG0025966	None									
OG0025967	None									
OG0025968	None									
OG0025969	None									
OG0025970	None									
OG0025971	None									
OG0025972	None									
OG0025973	None									
OG0025974	None									
OG0025975	None									
OG0025976	None									
OG0025977	None									
OG0025978	None									
OG0025979	None									
OG0025980	None									
OG0025981	None									
OG0025982	None									
OG0025983	None									
OG0025984	None									
OG0025985	None									
OG0025986	None									
OG0025987	None									
OG0025988	None									
OG0025989	None									
OG0025990	None									
OG0025991	None									
OG0025992	None									
OG0025993	None									
OG0025994	None									
OG0025995	None									
OG0025996	None									
OG0025997	None									
OG0025998	None									
OG0025999	None									
OG0026000	None									
OG0026001	None									
OG0026002	None									
OG0026003	None									
OG0026004	None									
OG0026005	None									
OG0026006	None									
OG0026007	None									
OG0026008	None									
OG0026009	None									
OG0026010	None									
OG0026011	None									
OG0026012	None									
OG0026013	None									
OG0026014	None									
OG0026015	None									
OG0026016	None									
OG0026017	None									
OG0026018	None									
OG0026019	None									
OG0026020	None									
OG0026021	None									
OG0026022	None									
OG0026023	None									
OG0026024	None									
OG0026025	None									
OG0026026	None									
OG0026027	None									
OG0026028	None									
OG0026029	None									
OG0026030	None									
OG0026031	None									
OG0026032	None									
OG0026033	None									
OG0026034	None									
OG0026035	None									
OG0026036	None									
OG0026037	None									
OG0026038	None									
OG0026039	None									
OG0026040	None									
OG0026041	None									
OG0026042	None									
OG0026043	None									
OG0026044	None									
OG0026045	None									
OG0026046	None									
OG0026047	None									
OG0026048	None									
OG0026049	None									
OG0026050	None									
OG0026051	None									
OG0026052	None									
OG0026053	None									
OG0026054	None									
OG0026055	None									
OG0026056	None									
OG0026057	None									
OG0026058	None									
OG0026059	None									
OG0026060	None									
OG0026061	None									
OG0026062	None									
OG0026063	None									
OG0026064	None									
OG0026065	None									
OG0026066	None									
OG0026067	None									
OG0026068	None									
OG0026069	None									
OG0026070	None									
OG0026071	None									
OG0026072	None									
OG0026073	None									
OG0026074	None									
OG0026075	None									
OG0026076	None									
OG0026077	None									
OG0026078	None									
OG0026079	None									
OG0026080	None									
OG0026081	None									
OG0026082	None									
OG0026083	None									
OG0026084	None									
OG0026085	None									
OG0026086	None									
OG0026087	None									
OG0026088	None									
OG0026089	None									
OG0026090	None									
OG0026091	None									
OG0026092	None									
OG0026093	None									
OG0026094	None									
OG0026095	None									
OG0026096	None									
OG0026097	None									
OG0026098	None									
OG0026099	None									
OG0026100	None									
OG0026101	None									
OG0026102	None									
OG0026103	None									
OG0026104	None									
OG0026105	None									
OG0026106	None									
OG0026107	None									
OG0026108	None									
OG0026109	None									
OG0026110	None									
OG0026111	None									
OG0026112	None									
OG0026113	None									
OG0026114	None									
OG0026115	None									
OG0026116	None									
OG0026117	None									
OG0026118	None									
OG0026119	None									
OG0026120	None									
OG0026121	None									
OG0026122	None									
OG0026123	None									
OG0026124	None									
OG0026125	None									
OG0026126	None									
OG0026127	None									
OG0026128	None									
OG0026129	None									
OG0026130	None									
OG0026131	None									
OG0026132	None									
OG0026133	None									
OG0026134	None									
OG0026135	None									
OG0026136	None									
OG0026137	None									
OG0026138	None									
OG0026139	None									
OG0026140	None									
OG0026141	None									
OG0026142	None									
OG0026143	None									
OG0026144	None									
OG0026145	None									
OG0026146	None									
OG0026147	None									
OG0026148	None									
OG0026149	None									
OG0026150	None									
OG0026151	None									
OG0026152	None									
OG0026153	None									
OG0026154	None									
OG0026155	None									
OG0026156	None									
OG0026157	None									
OG0026158	None									
OG0026159	None									
OG0026160	None									
OG0026161	None									
OG0026162	None									
OG0026163	None									
OG0026164	None									
OG0026165	None									
OG0026166	None									
OG0026167	None									
OG0026168	None									
OG0026169	None									
OG0026170	None									
OG0026171	None									
OG0026172	None									
OG0026173	None									
OG0026174	None									
OG0026175	None									
OG0026176	None									
OG0026177	None									
OG0026178	None									
OG0026179	None									
OG0026180	None									
OG0026181	None									
OG0026182	None									
OG0026183	None									
OG0026184	None									
OG0026185	None									
OG0026186	None									
OG0026187	None									
OG0026188	None									
OG0026189	None									
OG0026190	None									
OG0026191	None									
OG0026192	None									
OG0026193	None									
OG0026194	None									
OG0026195	None									
OG0026196	None									
OG0026197	None									
OG0026198	None									
OG0026199	None									
OG0026200	None									
OG0026201	None									
OG0026202	None									
OG0026203	None									
OG0026204	None									
OG0026205	None									
OG0026206	None									
OG0026207	None									
OG0026208	None									
OG0026209	None									
OG0026210	None									
OG0026211	None									
OG0026212	None									
OG0026213	None									
OG0026214	None									
OG0026215	None									
OG0026216	None									
OG0026217	None									
OG0026218	None									
OG0026219	None									
OG0026220	None									
OG0026221	None									
OG0026222	None									
OG0026223	None									
OG0026224	None									
OG0026225	None									
OG0026226	None									
OG0026227	None									
OG0026228	None									
OG0026229	None									
OG0026230	None									
OG0026231	None									
OG0026232	None									
OG0026233	None									
OG0026234	None									
OG0026235	None									
OG0026236	None									
OG0026237	None									
OG0026238	None									
OG0026239	None									
OG0026240	None									
OG0026241	None									
OG0026242	None									
OG0026243	None									
OG0026244	None									
OG0026245	None									
OG0026246	None									
OG0026247	None									
OG0026248	None									
OG0026249	None									
OG0026250	None									
OG0026251	None									
OG0026252	None									
OG0026253	None									
OG0026254	None									
OG0026255	None									
OG0026256	None									
OG0026257	None									
OG0026258	None									
OG0026259	None									
OG0026260	None									
OG0026261	None									
OG0026262	None									
OG0026263	None									
OG0026264	None									
OG0026265	None									
OG0026266	None									
OG0026267	None									
OG0026268	None									
OG0026269	None									
OG0026270	None									
OG0026271	None									
OG0026272	None									
OG0026273	None									
OG0026274	None									
OG0026275	None									
OG0026276	None									
OG0026277	None									
OG0026278	None									
OG0026279	None									
OG0026280	None									
OG0026281	None									
OG0026282	None									
OG0026283	None									
OG0026284	None									
OG0026285	None									
OG0026286	None									
OG0026287	None									
OG0026288	None									
OG0026289	None									
OG0026290	None									
OG0026291	None									
OG0026292	None									
OG0026293	None									
OG0026294	None									
OG0026295	None									
OG0026296	None									
OG0026297	None									
OG0026298	None									
OG0026299	None									
OG0026300	None									
OG0026301	None									
OG0026302	None									
OG0026303	None									
OG0026304	None									
OG0026305	None									
OG0026306	None									
OG0026307	None									
OG0026308	None									
OG0026309	None									
OG0026310	None									
OG0026311	None									
OG0026312	None									
OG0026313	None									
OG0026314	None									
OG0026315	None									
OG0026316	None									
OG0026317	None									
OG0026318	None									
OG0026319	None									
OG0026320	None									
OG0026321	None									
OG0026322	None									
OG0026323	None									
OG0026324	None									
OG0026325	None									
OG0026326	None									
OG0026327	None									
OG0026328	None									
OG0026329	None									
OG0026330	None									
OG0026331	None									
OG0026332	None									
OG0026333	None									
OG0026334	None									
OG0026335	None									
OG0026336	None									
OG0026337	None									
OG0026338	None									
OG0026339	None									
OG0026340	None									
OG0026341	None									
OG0026342	None									
OG0026343	None									
OG0026344	None									
OG0026345	None									
OG0026346	None									
OG0026347	None									
OG0026348	None									
OG0026349	None									
OG0026350	None									
OG0026351	None									
OG0026352	None									
OG0026353	None									
OG0026354	None									
OG0026355	None									
OG0026356	None									
OG0026357	None									
OG0026358	None									
OG0026359	None									
OG0026360	None									
OG0026361	None									
OG0026362	None									
OG0026363	None									
OG0026364	None									
OG0026365	None									
OG0026366	None									
OG0026367	None									
OG0026368	None									
OG0026369	None									
OG0026370	None									
OG0026371	None									
OG0026372	None									
OG0026373	None									
OG0026374	None									
OG0026375	None									
OG0026376	None									
OG0026377	None									
OG0026378	None									
OG0026379	None									
OG0026380	None									
OG0026381	None									
OG0026382	None									
OG0026383	None									
OG0026384	None									
OG0026385	None									
OG0026386	None									
OG0026387	None									
OG0026388	None									
OG0026389	None									
OG0026390	None									
OG0026391	None									
OG0026392	None									
OG0026393	None									
OG0026394	None									
OG0026395	None									
OG0026396	None									
OG0026397	None									
OG0026398	None									
OG0026399	None									
OG0026400	None									
OG0026401	None									
OG0026402	None									
OG0026403	None									
OG0026404	None									
OG0026405	None									
OG0026406	None									
OG0026407	None									
OG0026408	None									
OG0026409	None									
OG0026410	None									
OG0026411	None									
OG0026412	None									
OG0026413	None									
OG0026414	None									
OG0026415	None									
OG0026416	None									
OG0026417	None									
OG0026418	None									
OG0026419	None									
OG0026420	None									
OG0026421	None									
OG0026422	None									
OG0026423	None									
OG0026424	None									
OG0026425	None									
OG0026426	None									
OG0026427	None									
OG0026428	None									
OG0026429	None									
OG0026430	None									
OG0026431	None									
OG0026432	None									
OG0026433	None									
OG0026434	None									
OG0026435	None									
OG0026436	None									
OG0026437	None									
OG0026438	None									
OG0026439	None									
OG0026440	None									
OG0026441	None									
OG0026442	None									
OG0026443	None									
OG0026444	None									
OG0026445	None									
OG0026446	None									
OG0026447	None									
OG0026448	None									
OG0026449	None									
OG0026450	None									
OG0026451	None									
OG0026452	None									
OG0026453	None									
OG0026454	None									
OG0026455	None									
OG0026456	None									
OG0026457	None									
OG0026458	None									
OG0026459	None									
OG0026460	None									
OG0026461	None									
OG0026462	None									
OG0026463	None									
OG0026464	None									
OG0026465	None									
OG0026466	None									
OG0026467	None									
OG0026468	None									
OG0026469	None									
OG0026470	None									
OG0026471	None									
OG0026472	None									
OG0026473	None									
OG0026474	None									
OG0026475	None									
OG0026476	None									
OG0026477	None									
OG0026478	None									
OG0026479	None									
OG0026480	None									
OG0026481	None									
OG0026482	None									
OG0026483	None									
OG0026484	None									
OG0026485	None									
OG0026486	None									
OG0026487	None									
OG0026488	None									
OG0026489	None									
OG0026490	None									
OG0026491	None									
OG0026492	None									
OG0026493	None									
OG0026494	None									
OG0026495	None									
OG0026496	None									
OG0026497	None									
OG0026498	None									
OG0026499	None									
OG0026500	None									
OG0026501	None									
OG0026502	None									
OG0026503	None									
OG0026504	None									
OG0026505	None									
OG0026506	None									
OG0026507	None									
OG0026508	None									
OG0026509	None									
OG0026510	None									
OG0026511	None									
OG0026512	None									
OG0026513	None									
OG0026514	None									
OG0026515	None									
OG0026516	None									
OG0026517	None									
OG0026518	None									
OG0026519	None									
OG0026520	None									
OG0026521	None									
OG0026522	None									
OG0026523	None									
OG0026524	None									
OG0026525	None									
OG0026526	None									
OG0026527	None									
OG0026528	None									
OG0026529	None									
OG0026530	None									
OG0026531	None									
OG0026532	None									
OG0026533	None									
OG0026534	None									
OG0026535	None									
OG0026536	None									
OG0026537	None									
OG0026538	None									
OG0026539	None									
OG0026540	None									
OG0026541	None									
OG0026542	None									
OG0026543	None									
OG0026544	None									
OG0026545	None									
OG0026546	None									
OG0026547	None									
OG0026548	None									
OG0026549	None									
OG0026550	None									
OG0026551	None									
OG0026552	None									
OG0026553	None									
OG0026554	None									
OG0026555	GO:0004674; GO:0004698; GO:0016020; GO:0018105; GO:0035556 (1)									
OG0026556	None									
OG0026557	None									
OG0026558	None									
OG0026559	None									
OG0026560	None									
OG0026561	None									
OG0026562	None									
OG0026563	None									
OG0026564	None									
OG0026565	None									
OG0026566	None									
OG0026567	None									
OG0026568	None									
OG0026569	None									
OG0026570	None									
OG0026571	None									
OG0026572	None									
OG0026573	None									
OG0026574	None									
OG0026575	None									
OG0026576	None									
OG0026577	None									
OG0026578	None									
OG0026579	None									
OG0026580	None									
OG0026581	None									
OG0026582	None									
OG0026583	None									
OG0026584	None									
OG0026585	None									
OG0026586	None									
OG0026587	None									
OG0026588	None									
OG0026589	None									
OG0026590	None									
OG0026591	None									
OG0026592	None									
OG0026593	None									
OG0026594	None									
OG0026595	None									
OG0026596	None									
OG0026597	None									
OG0026598	None									
OG0026599	None									
OG0026600	None									
OG0026601	None									
OG0026602	None									
OG0026603	None									
OG0026604	None									
OG0026605	None									
OG0026606	None									
OG0026607	None									
OG0026608	None									
OG0026609	None									
OG0026610	None									
OG0026611	None									
OG0026612	None									
OG0026613	None									
OG0026614	GO:0000139; GO:0006493; GO:0016020; GO:0016758 (1)									
OG0026615	None									
OG0026616	None									
OG0026617	None									
OG0026618	None									
OG0026619	None									
OG0026620	None									
OG0026621	None									
OG0026622	None									
OG0026623	None									
OG0026624	None									
OG0026625	None									
OG0026626	None									
OG0026627	None									
OG0026628	None									
OG0026629	None									
OG0026630	None									
OG0026631	None									
OG0026632	None									
OG0026633	None									
OG0026634	None									
OG0026635	GO:0008010; GO:0062129 (1)									
OG0026636	None									
OG0026637	None									
OG0026638	None									
OG0026639	None									
OG0026640	None									
OG0026641	None									
OG0026642	None									
OG0026643	None									
OG0026644	None									
OG0026645	None									
OG0026646	None									
OG0026647	None									
OG0026648	None									
OG0026649	None									
OG0026650	None									
OG0026651	None									
OG0026652	None									
OG0026653	None									
OG0026654	None									
OG0026655	None									
OG0026656	None									
OG0026657	None									
OG0026658	None									
OG0026659	None									
OG0026660	None									
OG0026661	None									
OG0026662	None									
OG0026663	None									
OG0026664	None									
OG0026665	None									
OG0026666	None									
OG0026667	None									
OG0026668	None									
OG0026669	None									
OG0026670	None									
OG0026671	None									
OG0026672	None									
OG0026673	None									
OG0026674	None									
OG0026675	None									
OG0026676	None									
OG0026677	None									
OG0026678	None									
OG0026679	None									
OG0026680	None									
OG0026681	None									
OG0026682	None									
OG0026683	None									
OG0026684	None									
OG0026685	None									
OG0026686	None									
OG0026687	None									
OG0026688	None									
OG0026689	None									
OG0026690	None									
OG0026691	None									
OG0026692	None									
OG0026693	None									
OG0026694	None									
OG0026695	None									
OG0026696	None									
OG0026697	None									
OG0026698	None									
OG0026699	None									
OG0026700	None									
OG0026701	None									
OG0026702	None									
OG0026703	None									
OG0026704	None									
OG0026705	None									
OG0026706	None									
OG0026707	None									
OG0026708	None									
OG0026709	None									
OG0026710	None									
OG0026711	None									
OG0026712	None									
OG0026713	None									
OG0026714	None									
OG0026715	None									
OG0026716	None									
OG0026717	None									
OG0026718	None									
OG0026719	None									
OG0026720	None									
OG0026721	None									
OG0026722	None									
OG0026723	None									
OG0026724	None									
OG0026725	None									
OG0026726	None									
OG0026727	None									
OG0026728	None									
OG0026729	None									
OG0026730	None									
OG0026731	None									
OG0026732	None									
OG0026733	GO:0016020 (1)									
OG0026734	None									
OG0026735	None									
OG0026736	None									
OG0026737	None									
OG0026738	None									
OG0026739	None									
OG0026740	None									
OG0026741	None									
OG0026742	None									
OG0026743	None									
OG0026744	None									
OG0026745	None									
OG0026746	None									
OG0026747	None									
OG0026748	None									
OG0026749	None									
OG0026750	None									
OG0026751	None									
OG0026752	None									
OG0026753	None									
OG0026754	None									
OG0026755	None									
OG0026756	None									
OG0026757	None									
OG0026758	None									
OG0026759	None									
OG0026760	None									
OG0026761	None									
OG0026762	None									
OG0026763	None									
OG0026764	None									
OG0026765	None									
OG0026766	None									
OG0026767	None									
OG0026768	None									
OG0026769	None									
OG0026770	None									
OG0026771	None									
OG0026772	None									
OG0026773	None									
OG0026774	None									
OG0026775	GO:0016020 (1)									
OG0026776	None									
OG0026777	None									
OG0026778	None									
OG0026779	None									
OG0026780	None									
OG0026781	None									
OG0026782	None									
OG0026783	None									
OG0026784	None									
OG0026785	None									
OG0026786	None									
OG0026787	None									
OG0026788	None									
OG0026789	None									
OG0026790	None									
OG0026791	None									
OG0026792	None									
OG0026793	None									
OG0026794	None									
OG0026795	None									
OG0026796	None									
OG0026797	None									
OG0026798	None									
OG0026799	None									
OG0026800	None									
OG0026801	None									
OG0026802	None									
OG0026803	None									
OG0026804	None									
OG0026805	None									
OG0026806	None									
OG0026807	None									
OG0026808	None									
OG0026809	None									
OG0026810	None									
OG0026811	None									
OG0026812	None									
OG0026813	None									
OG0026814	None									
OG0026815	None									
OG0026816	None									
OG0026817	None									
OG0026818	None									
OG0026819	None									
OG0026820	None									
OG0026821	None									
OG0026822	None									
OG0026823	None									
OG0026824	None									
OG0026825	None									
OG0026826	None									
OG0026827	None									
OG0026828	None									
OG0026829	None									
OG0026830	None									
OG0026831	None									
OG0026832	None									
OG0026833	None									
OG0026834	None									
OG0026835	None									
OG0026836	None									
OG0026837	None									
OG0026838	None									
OG0026839	None									
OG0026840	None									
OG0026841	None									
OG0026842	None									
OG0026843	None									
OG0026844	GO:0016020 (1)									
OG0026845	None									
OG0026846	None									
OG0026847	None									
OG0026848	None									
OG0026849	None									
OG0026850	None									
OG0026851	None									
OG0026852	None									
OG0026853	None									
OG0026854	None									
OG0026855	None									
OG0026856	None									
OG0026857	None									
OG0026858	None									
OG0026859	None									
OG0026860	None									
OG0026861	None									
OG0026862	None									
OG0026863	None									
OG0026864	None									
OG0026865	None									
OG0026866	None									
OG0026867	None									
OG0026868	None									
OG0026869	None									
OG0026870	None									
OG0026871	None									
OG0026872	None									
OG0026873	None									
OG0026874	None									
OG0026875	None									
OG0026876	None									
OG0026877	None									
OG0026878	None									
OG0026879	None									
OG0026880	None									
OG0026881	None									
OG0026882	None									
OG0026883	None									
OG0026884	None									
OG0026885	None									
OG0026886	None									
OG0026887	None									
OG0026888	None									
OG0026889	None									
OG0026890	None									
OG0026891	None									
OG0026892	None									
OG0026893	None									
OG0026894	None									
OG0026895	None									
OG0026896	None									
OG0026897	None									
OG0026898	None									
OG0026899	None									
OG0026900	None									
OG0026901	None									
OG0026902	None									
OG0026903	None									
OG0026904	None									
OG0026905	None									
OG0026906	None									
OG0026907	None									
OG0026908	None									
OG0026909	None									
OG0026910	None									
OG0026911	None									
OG0026912	None									
OG0026913	None									
OG0026914	None									
OG0026915	None									
OG0026916	None									
OG0026917	None									
OG0026918	None									
OG0026919	None									
OG0026920	None									
OG0026921	None									
OG0026922	None									
OG0026923	None									
OG0026924	None									
OG0026925	None									
OG0026926	None									
OG0026927	None									
OG0026928	None									
OG0026929	None									
OG0026930	None									
OG0026931	None									
OG0026932	None									
OG0026933	None									
OG0026934	None									
OG0026935	None									
OG0026936	None									
OG0026937	None									
OG0026938	None									
OG0026939	None									
OG0026940	None									
OG0026941	None									
OG0026942	None									
OG0026943	None									
OG0026944	None									
OG0026945	None									
OG0026946	None									
OG0026947	None									
OG0026948	None									
OG0026949	None									
OG0026950	None									
OG0026951	None									
OG0026952	None									
OG0026953	None									
OG0026954	None									
OG0026955	None									
OG0026956	None									
OG0026957	None									
OG0026958	None									
OG0026959	None									
OG0026960	None									
OG0026961	None									
OG0026962	None									
OG0026963	None									
OG0026964	None									
OG0026965	None									
OG0026966	None									
OG0026967	None									
OG0026968	None									
OG0026969	None									
OG0026970	None									
OG0026971	None									
OG0026972	None									
OG0026973	None									
OG0026974	None									
OG0026975	None									
OG0026976	None									
OG0026977	None									
OG0026978	None									
OG0026979	None									
OG0026980	None									
OG0026981	None									
OG0026982	None									
OG0026983	None									
OG0026984	None									
OG0026985	None									
OG0026986	None									
OG0026987	None									
OG0026988	None									
OG0026989	None									
OG0026990	None									
OG0026991	None									
OG0026992	None									
OG0026993	None									
OG0026994	None									
OG0026995	None									
OG0026996	None									
OG0026997	None									
OG0026998	None									
OG0026999	None									
OG0027000	None									
OG0027001	None									
OG0027002	None									
OG0027003	None									
OG0027004	None									
OG0027005	None									
OG0027006	None									
OG0027007	None									
OG0027008	None									
OG0027009	None									
OG0027010	None									
OG0027011	None									
OG0027012	None									
OG0027013	None									
OG0027014	None									
OG0027015	None									
OG0027016	None									
OG0027017	None									
OG0027018	None									
OG0027019	None									
OG0027020	None									
OG0027021	None									
OG0027022	None									
OG0027023	None									
OG0027024	None									
OG0027025	None									
OG0027026	None									
OG0027027	None									
OG0027028	None									
OG0027029	None									
OG0027030	None									
OG0027031	None									
OG0027032	None									
OG0027033	None									
OG0027034	None									
OG0027035	None									
OG0027036	None									
OG0027037	None									
OG0027038	None									
OG0027039	None									
OG0027040	None									
OG0027041	None									
OG0027042	None									
OG0027043	None									
OG0027044	None									
OG0027045	None									
OG0027046	None									
OG0027047	None									
OG0027048	None									
OG0027049	None									
OG0027050	None									
OG0027051	None									
OG0027052	None									
OG0027053	None									
OG0027054	None									
OG0027055	None									
OG0027056	None									
OG0027057	None									
OG0027058	None									
OG0027059	None									
OG0027060	None									
OG0027061	None									
OG0027062	None									
OG0027063	None									
OG0027064	None									
OG0027065	None									
OG0027066	None									
OG0027067	None									
OG0027068	None									
OG0027069	None									
OG0027070	None									
OG0027071	None									
OG0027072	None									
OG0027073	None									
OG0027074	None									
OG0027075	None									
OG0027076	None									
OG0027077	None									
OG0027078	None									
OG0027079	None									
OG0027080	None									
OG0027081	None									
OG0027082	None									
OG0027083	None									
OG0027084	None									
OG0027085	None									
OG0027086	None									
OG0027087	None									
OG0027088	None									
OG0027089	None									
OG0027090	None									
OG0027091	None									
OG0027092	None									
OG0027093	None									
OG0027094	None									
OG0027095	None									
OG0027096	None									
OG0027097	None									
OG0027098	None									
OG0027099	None									
OG0027100	None									
OG0027101	None									
OG0027102	None									
OG0027103	None									
OG0027104	None									
OG0027105	None									
OG0027106	None									
OG0027107	None									
OG0027108	None									
OG0027109	None									
OG0027110	None									
OG0027111	None									
OG0027112	None									
OG0027113	None									
OG0027114	GO:0016020 (1)									
OG0027115	None									
OG0027116	None									
OG0027117	None									
OG0027118	None									
OG0027119	None									
OG0027120	None									
OG0027121	None									
OG0027122	None									
OG0027123	None									
OG0027124	None									
OG0027125	None									
OG0027126	None									
OG0027127	None									
OG0027128	None									
OG0027129	None									
OG0027130	None									
OG0027131	None									
OG0027132	None									
OG0027133	None									
OG0027134	None									
OG0027135	None									
OG0027136	None									
OG0027137	None									
OG0027138	None									
OG0027139	None									
OG0027140	None									
OG0027141	None									
OG0027142	None									
OG0027143	None									
OG0027144	None									
OG0027145	None									
OG0027146	None									
OG0027147	None									
OG0027148	None									
OG0027149	None									
OG0027150	None									
OG0027151	None									
OG0027152	None									
OG0027153	None									
OG0027154	None									
OG0027155	None									
OG0027156	None									
OG0027157	None									
OG0027158	None									
OG0027159	None									
OG0027160	None									
OG0027161	None									
OG0027162	None									
OG0027163	None									
OG0027164	None									
OG0027165	None									
OG0027166	None									
OG0027167	None									
OG0027168	None									
OG0027169	None									
OG0027170	None									
OG0027171	None									
OG0027172	None									
OG0027173	None									
OG0027174	None									
OG0027175	None									
OG0027176	None									
OG0027177	None									
OG0027178	None									
OG0027179	None									
OG0027180	None									
OG0027181	None									
OG0027182	None									
OG0027183	None									
OG0027184	None									
OG0027185	None									
OG0027186	None									
OG0027187	None									
OG0027188	None									
OG0027189	None									
OG0027190	None									
OG0027191	None									
OG0027192	None									
OG0027193	None									
OG0027194	GO:0004867; GO:0010466; GO:0044562 (1)									
OG0027195	None									
OG0027196	None									
OG0027197	None									
OG0027198	None									
OG0027199	None									
OG0027200	None									
OG0027201	GO:0005737; GO:0019752; GO:0030060 (1)									
OG0027202	None									
OG0027203	None									
OG0027204	None									
OG0027205	GO:0005747 (1)	GO:0005739; GO:0016020 (1)								
OG0027206	None									
OG0027207	None									
OG0027208	None									
OG0027209	None									
OG0027210	GO:0005975; GO:0016853; GO:0097367; GO:1901135 (1)									
OG0027211	None									
OG0027212	GO:0005576 (1)									
OG0027213	None									
OG0027214	None									
OG0027215	None									
OG0027216	GO:0004107; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0010181 (1)	GO:0003676; GO:0004107; GO:0006479; GO:0008276; GO:0008652; GO:0009007; GO:0009073; GO:0009423 (1)								
OG0027217	None									
OG0027218	None									
OG0027219	None									
OG0027220	None									
OG0027221	None									
OG0027222	None									
OG0027223	None									
OG0027224	None									
OG0027225	None									
OG0027226	None									
OG0027227	GO:0004674; GO:0004683; GO:0005524; GO:0005737; GO:0043066; GO:0046777 (1)	GO:0004674; GO:0004708; GO:0005524; GO:0005737; GO:0046777 (1)								
OG0027228	None									
OG0027229	None									
OG0027230	None									
OG0027231	None									
OG0027232	None									
OG0027233	None									
OG0027234	None									
OG0027235	None									
OG0027236	None									
OG0027237	None									
OG0027238	None									
OG0027239	None									
OG0027240	None									
OG0027241	None									
OG0027242	None									
OG0027243	None									
OG0027244	None									
OG0027245	GO:0004820; GO:0005524; GO:0005737; GO:0006426 (1)	GO:0004814; GO:0004820; GO:0005524; GO:0005737; GO:0006420; GO:0006426 (1)								
OG0027246	GO:0005576; GO:0017080; GO:0090729 (1)									
OG0027247	None									
OG0027248	None									
OG0027249	None									
OG0027250	None									
OG0027251	None									
OG0027252	None									
OG0027253	None									
OG0027254	None									
OG0027255	GO:0003676; GO:0006281; GO:0006310; GO:0008409 (1)									
OG0027256	None									
OG0027257	None									
OG0027258	GO:0003723; GO:0003887; GO:0006260; GO:0006396; GO:0008173; GO:0008408 (1)									
OG0027259	None									
OG0027260	None									
OG0027261	None									
OG0027262	None									
OG0027263	None									
OG0027264	GO:0016020 (1)									
OG0027265	None									
OG0027266	GO:0005524; GO:0005525; GO:0005737; GO:0016887; GO:0043023 (1)	GO:0005524; GO:0005525; GO:0016020; GO:0016887; GO:0022857 (1)								
OG0027267	None									
OG0027268	GO:0003824; GO:0009058; GO:0030170 (1)									
OG0027269	None									
OG0027270	GO:0016020 (1)									
OG0027271	None									
OG0027272	None									
OG0027273	GO:0005886; GO:0006886; GO:0015450 (1)									
OG0027274	None									
OG0027275	None									
OG0027276	None									
OG0027277	None									
OG0027278	None									
OG0027279	None									
OG0027280	None									
OG0027281	None									
OG0027282	GO:0004672; GO:0005524; GO:0006468 (1)									
OG0027283	None									
OG0027284	GO:0000139; GO:0005795; GO:0006486; GO:0008455; GO:0009312; GO:0046872 (1)									
OG0027285	None									
OG0027286	GO:0042302 (1)									
OG0027287	None									
OG0027288	GO:0004739; GO:0006086 (1)									
OG0027289	None									
OG0027290	None									
OG0027291	None									
OG0027292	GO:0008194 (1)									
OG0027293	None									
OG0027294	GO:0003676; GO:0008270 (2)									
OG0027295	None									
OG0027296	None									
