profile_type	cluster_data	gene_family_id	coefficient	pval	qval	signif_level	signif_fdr
speciation	combined	OG0005494	-1.53250084968365	0.334355696604261	0.998838292449883	No	No
speciation	combined	OG0014057	-1.21394191233419	0.593984623958238	0.998838292449883	No	No
speciation	combined	OG0007235	-1.02825505822351	0.509865951479769	0.998838292449883	No	No
speciation	combined	OG0007509	-0.51019720232482	0.618181167053944	0.998838292449883	No	No
speciation	combined	OG0000228	-0.10955003429192	0.505365322814292	0.998838292449883	No	No
speciation	combined	OG0003628	-0.0599328783142613	0.849904071732911	0.998838292449883	No	No
speciation	combined	OG0002331	-0.0519577285868143	0.845843553621328	0.998838292449883	No	No
speciation	combined	OG0006945	-0.0511093968488243	0.924610031857246	0.998838292449883	No	No
speciation	combined	OG0003859	-0.0371518216014651	0.928194482716294	0.998838292449883	No	No
speciation	combined	OG0009881	-0.030830906777916	0.970219435851652	0.998838292449883	No	No
speciation	combined	OG0011209	-0.030830906777916	0.970219435851652	0.998838292449883	No	No
speciation	combined	OG0003278	-0.0225908789018506	0.933247955050875	0.998838292449883	No	No
speciation	combined	OG0006813	-0.0195637647564111	0.961720967113843	0.998838292449883	No	No
speciation	combined	OG0001651	-0.0192264933077782	0.920086304213991	0.998838292449883	No	No
speciation	combined	OG0002109	-0.00982912665826071	0.982713755045448	0.998838292449883	No	No
speciation	combined	OG0000428	-0.0053708059003064	0.943596232400657	0.998838292449883	No	No
speciation	combined	OG0006436	-0.00161114203656605	0.989520827864995	0.998838292449883	No	No
speciation	combined	OG0003205	0.000319410547649956	0.998838292449883	0.998838292449883	No	No
speciation	combined	OG0002363	0.000671733451450776	0.996628438016314	0.998838292449883	No	No
speciation	combined	OG0011334	0.0100609362312238	0.993835978488975	0.998838292449883	No	No
speciation	combined	OG0011263	0.0105744596986641	0.977586260793065	0.998838292449883	No	No
speciation	combined	OG0011993	0.0105744596986641	0.977586260793065	0.998838292449883	No	No
speciation	combined	OG0012707	0.0105744596986641	0.977586260793065	0.998838292449883	No	No
speciation	combined	OG0012714	0.0118597023660972	0.983356406903127	0.998838292449883	No	No
speciation	combined	OG0012812	0.0118597023660972	0.983356406903127	0.998838292449883	No	No
speciation	combined	OG0004069	0.0143347511066103	0.8913642101491	0.998838292449883	No	No
speciation	combined	OG0010715	0.0146578374989203	0.978166531205068	0.998838292449883	No	No
speciation	combined	OG0010823	0.0146578374989203	0.978166531205068	0.998838292449883	No	No
speciation	combined	OG0011227	0.0146578374989203	0.978166531205068	0.998838292449883	No	No
speciation	combined	OG0011309	0.0146578374989203	0.978166531205068	0.998838292449883	No	No
speciation	combined	OG0014032	0.0146578374989203	0.978166531205068	0.998838292449883	No	No
speciation	combined	OG0000119	0.0163647649090659	0.768561443547936	0.998838292449883	No	No
speciation	combined	OG0009644	0.0165278682428559	0.945726687590809	0.998838292449883	No	No
speciation	combined	OG0010339	0.017277763513052	0.97848480298192	0.998838292449883	No	No
speciation	combined	OG0010786	0.017277763513052	0.97848480298192	0.998838292449883	No	No
speciation	combined	OG0012884	0.017277763513052	0.97848480298192	0.998838292449883	No	No
speciation	combined	OG0009937	0.018899516932445	0.959252427947661	0.998838292449883	No	No
speciation	combined	OG0010227	0.018899516932445	0.959252427947661	0.998838292449883	No	No
speciation	combined	OG0011824	0.018899516932445	0.959252427947661	0.998838292449883	No	No
speciation	combined	OG0007438	0.0190737995233963	0.929146928344252	0.998838292449883	No	No
speciation	combined	OG0009099	0.0200758164193913	0.962707880752468	0.998838292449883	No	No
speciation	combined	OG0011316	0.0200758164193913	0.962707880752468	0.998838292449883	No	No
speciation	combined	OG0012760	0.020999074327708	0.977446357812472	0.998838292449883	No	No
speciation	combined	OG0012875	0.020999074327708	0.977446357812472	0.998838292449883	No	No
speciation	combined	OG0012692	0.0224564907009273	0.970398373950202	0.998838292449883	No	No
speciation	combined	OG0000231	0.0228290558643412	0.733661146099997	0.998838292449883	No	No
speciation	combined	OG0011982	0.0228359247163746	0.971264152612961	0.998838292449883	No	No
speciation	combined	OG0012756	0.0230049973230362	0.970961167104123	0.998838292449883	No	No
speciation	combined	OG0011943	0.0243944145080108	0.947676453843172	0.998838292449883	No	No
speciation	combined	OG0011955	0.0245672189644031	0.922646502934102	0.998838292449883	No	No
speciation	combined	OG0007785	0.0247146387067706	0.935914909142557	0.998838292449883	No	No
speciation	combined	OG0010295	0.0251934155146051	0.902870748605366	0.998838292449883	No	No
speciation	combined	OG0009581	0.0259088314263656	0.940536825208121	0.998838292449883	No	No
speciation	combined	OG0011319	0.0261356024362488	0.956353043124819	0.998838292449883	No	No
speciation	combined	OG0009049	0.026156214037452	0.94037413319643	0.998838292449883	No	No
speciation	combined	OG0011280	0.026682641705396	0.953148721786752	0.998838292449883	No	No
speciation	combined	OG0011312	0.0270790038768958	0.934342740162985	0.998838292449883	No	No
speciation	combined	OG0009939	0.0278077982945297	0.949722277819933	0.998838292449883	No	No
speciation	combined	OG0011954	0.0278685409129319	0.949593150440458	0.998838292449883	No	No
speciation	combined	OG0011928	0.0280154509772222	0.949366034358385	0.998838292449883	No	No
speciation	combined	OG0011975	0.0293083459869293	0.932719753621119	0.998838292449883	No	No
speciation	combined	OG0010258	0.0299302342234505	0.911298472255717	0.998838292449883	No	No
speciation	combined	OG0009913	0.0325373282373282	0.891535436764326	0.998838292449883	No	No
speciation	combined	OG0008106	0.0327737674599841	0.780085445889645	0.998838292449883	No	No
speciation	combined	OG0008810	0.0346857339807233	0.916491903641814	0.998838292449883	No	No
speciation	combined	OG0008619	0.0352378801082063	0.88583805614188	0.998838292449883	No	No
speciation	combined	OG0009042	0.0363950859111423	0.892070493500555	0.998838292449883	No	No
speciation	combined	OG0011331	0.0374444788497849	0.914835736706903	0.998838292449883	No	No
speciation	combined	OG0010000	0.0376345276421908	0.899266577992114	0.998838292449883	No	No
speciation	combined	OG0009048	0.0390570320035803	0.899971516710547	0.998838292449883	No	No
speciation	combined	OG0007775	0.0399932999806212	0.857498651266041	0.998838292449883	No	No
speciation	combined	OG0010705	0.0403166320773609	0.883234001102731	0.998838292449883	No	No
speciation	combined	OG0006612	0.0408506454813884	0.806147527201283	0.998838292449883	No	No
speciation	combined	OG0006702	0.0427362414460591	0.830718579328816	0.998838292449883	No	No
speciation	combined	OG0006994	0.0442198202981519	0.841931641771346	0.998838292449883	No	No
speciation	combined	OG0010262	0.0447496319111196	0.875351681492477	0.998838292449883	No	No
speciation	combined	OG0008303	0.045606313887246	0.745342699752148	0.998838292449883	No	No
speciation	combined	OG0008800	0.0468219104135599	0.841279419005634	0.998838292449883	No	No
speciation	combined	OG0004726	0.0483523270906771	0.724106880048412	0.998838292449883	No	No
speciation	combined	OG0006437	0.0502631817820547	0.570523055496761	0.998838292449883	No	No
speciation	combined	OG0003997	0.052795589558719	0.76361579187261	0.998838292449883	No	No
speciation	combined	OG0005238	0.0560292426988062	0.702711136403178	0.998838292449883	No	No
speciation	combined	OG0000951	0.0665457187517235	0.465684203379769	0.998838292449883	No	No
speciation	combined	OG0000479	0.0715569618148339	0.450038165186709	0.998838292449883	No	No
speciation	combined	OG0001822	0.0723694868396976	0.71331096618545	0.998838292449883	No	No
speciation	combined	OG0000564	0.0832416690197924	0.373186615040648	0.998838292449883	No	No
speciation	combined	OG0000880	0.321458557316092	0.328762790479547	0.998838292449883	No	No
speciation	combined	OG0008102	0.325176956597652	0.466179097727029	0.998838292449883	No	No
speciation	combined	OG0002398	0.342901118180741	0.526751058345728	0.998838292449883	No	No
speciation	combined	OG0008847	0.412899801020623	0.384996211289905	0.998838292449883	No	No
speciation	combined	OG0007516	0.553918871844032	0.346815136718029	0.998838292449883	No	No
speciation	combined	OG0002504	0.833071888389585	0.0742201652726572	0.998838292449883	No	No
speciation	combined	OG0003202	1.8187545447451	0.185877446327768	0.998838292449883	No	No
speciation	combined	OG0002063	2.84072599320956	0.0222203878795023	0.998838292449883	Yes & Top 5% Coef.	No
