profile_type	cluster_data	gene_family_id	coefficient	pval	qval	signif_level	signif_fdr
speciation	combined	OG0007687	-1.86008901625483	0.398214927974321	0.978990019512543	No	No
speciation	combined	OG0010410	-1.26285530461955	0.308481699469298	0.978990019512543	No	No
speciation	combined	OG0008780	-1.08316817011554	0.181601433161399	0.978990019512543	No	No
speciation	combined	OG0014148	-1.05419172500783	0.331771558646359	0.978990019512543	No	No
speciation	combined	OG0008908	-1.04365237129493	0.332866419823086	0.978990019512543	No	No
speciation	combined	OG0010015	-0.928658961577318	0.311808655192098	0.978990019512543	No	No
speciation	combined	OG0001390	-0.818206191434523	0.111442332347532	0.978990019512543	No	No
speciation	combined	OG0008371	-0.698545621149764	0.389655270134613	0.978990019512543	No	No
speciation	combined	OG0005566	-0.621737526594994	0.408145743531282	0.978990019512543	No	No
speciation	combined	OG0007393	-0.612090436300583	0.245518470145924	0.978990019512543	No	No
speciation	combined	OG0000852	-0.580783100905999	0.264627718158642	0.978990019512543	No	No
speciation	combined	OG0008348	-0.573696103126835	0.558260217547467	0.978990019512543	No	No
speciation	combined	OG0000833	-0.503816960873042	0.147298189139096	0.978990019512543	No	No
speciation	combined	OG0002734	-0.46285505927359	0.352442704190719	0.978990019512543	No	No
speciation	combined	OG0010035	-0.462006756448555	0.476853241098155	0.978990019512543	No	No
speciation	combined	OG0001598	-0.452033289654864	0.200278051189658	0.978990019512543	No	No
speciation	combined	OG0010884	-0.42115158932731	0.568763082527719	0.978990019512543	No	No
speciation	combined	OG0009674	-0.345588042479219	0.639075201642045	0.978990019512543	No	No
speciation	combined	OG0008902	-0.341561681654225	0.45652510981036	0.978990019512543	No	No
speciation	combined	OG0000750	-0.324638534027009	0.412627352501465	0.978990019512543	No	No
speciation	combined	OG0009668	-0.318045859876374	0.544600903555189	0.978990019512543	No	No
speciation	combined	OG0002612	-0.295407291389264	0.441299081808961	0.978990019512543	No	No
speciation	combined	OG0009404	-0.281180701581318	0.540413313728136	0.978990019512543	No	No
speciation	combined	OG0007677	-0.280761627547165	0.422299261715872	0.978990019512543	No	No
speciation	combined	OG0012052	-0.25842797956793	0.760320190377411	0.978990019512543	No	No
speciation	combined	OG0012063	-0.258427964806908	0.760320150874574	0.978990019512543	No	No
speciation	combined	OG0012076	-0.258427958000016	0.76032023795169	0.978990019512543	No	No
speciation	combined	OG0012086	-0.258427935858557	0.760320249446754	0.978990019512543	No	No
speciation	combined	OG0012116	-0.25842785722874	0.760320363217541	0.978990019512543	No	No
speciation	combined	OG0012088	-0.258427839899118	0.760320409281495	0.978990019512543	No	No
speciation	combined	OG0012091	-0.258427650306466	0.760320564552707	0.978990019512543	No	No
speciation	combined	OG0012039	-0.258427515596643	0.760320755524326	0.978990019512543	No	No
