profile_type	cluster_data	gene_family_id	coefficient	pval	qval	signif_level	signif_fdr
speciation	combined	OG0007344	0.018899516932445	0.959252427947661	0.999899375012738	No	No
speciation	combined	OG0004737	0.020999074327708	0.977446357812472	0.999899375012738	No	No
speciation	combined	OG0008654	0.020999074327708	0.977446357812472	0.999899375012738	No	No
speciation	combined	OG0009039	0.020999074327708	0.977446357812472	0.999899375012738	No	No
speciation	combined	OG0011241	0.020999074327708	0.977446357812472	0.999899375012738	No	No
speciation	combined	OG0012184	0.020999074327708	0.977446357812472	0.999899375012738	No	No
speciation	combined	OG0015624	0.020999074327708	0.977446357812472	0.999899375012738	No	No
speciation	combined	OG0015673	0.020999074327708	0.977446357812472	0.999899375012738	No	No
speciation	combined	OG0005027	0.0224789656177716	0.970455359597601	0.999899375012738	No	No
speciation	combined	OG0003554	0.0226326631908573	0.944319767132013	0.999899375012738	No	No
speciation	combined	OG0008503	0.0226326631908573	0.944319767132013	0.999899375012738	No	No
speciation	combined	OG0011952	0.0226530903101491	0.970970281540019	0.999899375012738	No	No
speciation	combined	OG0008835	0.0227619430174516	0.970846979027293	0.999899375012738	No	No
speciation	combined	OG0011369	0.0227666725227393	0.970875438437207	0.999899375012738	No	No
speciation	combined	OG0008329	0.0227799567744315	0.970905450143069	0.999899375012738	No	No
speciation	combined	OG0009905	0.0227816329793173	0.970848271198428	0.999899375012738	No	No
speciation	combined	OG0012712	0.0228854772373529	0.970856353847124	0.999899375012738	No	No
speciation	combined	OG0009921	0.0229644053588588	0.970801235679473	0.999899375012738	No	No
speciation	combined	OG0007749	0.0229681727466278	0.970939735215732	0.999899375012738	No	No
speciation	combined	OG0012799	0.0230519090095003	0.97097567522249	0.999899375012738	No	No
speciation	combined	OG0007998	0.0231768228010845	0.92857608136601	0.999899375012738	No	No
speciation	combined	OG0011251	0.0232935274687237	0.970684968694586	0.999899375012738	No	No
speciation	combined	OG0012651	0.023342128240296	0.970733189531717	0.999899375012738	No	No
speciation	combined	OG0011236	0.0233483545656204	0.970634037328967	0.999899375012738	No	No
speciation	combined	OG0007921	0.0234131354238909	0.970651417352328	0.999899375012738	No	No
speciation	combined	OG0008083	0.0234281915896466	0.970671143463508	0.999899375012738	No	No
speciation	combined	OG0015669	0.0234768646668268	0.971318380856615	0.999899375012738	No	No
speciation	combined	OG0002143	0.0266394023654667	0.953126517315623	0.999899375012738	No	No
speciation	combined	OG0009152	0.0268724323869061	0.960750620063518	0.999899375012738	No	No
speciation	combined	OG0010785	0.0268797994684612	0.964559063315386	0.999899375012738	No	No
speciation	combined	OG0011229	0.0268798283485055	0.964559358605554	0.999899375012738	No	No
speciation	combined	OG0011944	0.0268804231165699	0.960628989552974	0.999899375012738	No	No
speciation	combined	OG0009562	0.027564428246887	0.916329582975049	0.999899375012738	No	No
speciation	combined	OG0012889	0.0276411397796816	0.949526929783652	0.999899375012738	No	No
speciation	combined	OG0007913	0.0286472367525185	0.9044546660773	0.999899375012738	No	No
speciation	combined	OG0010839	0.0295901428030374	0.952989656160956	0.999899375012738	No	No
speciation	combined	OG0000649	0.0300097388976975	0.943520222489849	0.999899375012738	No	No
speciation	combined	OG0001663	0.0300097388976975	0.943520222489849	0.999899375012738	No	No
speciation	combined	OG0010069	0.0300097388976975	0.943520222489849	0.999899375012738	No	No
speciation	combined	OG0009626	0.0302635463504236	0.94956700327784	0.999899375012738	No	No
speciation	combined	OG0010039	0.0302816590566598	0.958036483708315	0.999899375012738	No	No
speciation	combined	OG0008662	0.030553195897753	0.962049687959759	0.999899375012738	No	No
speciation	combined	OG0009276	0.0335046436129245	0.92208624270904	0.999899375012738	No	No
speciation	combined	OG0007207	0.0361591489097256	0.898585103006724	0.999899375012738	No	No
speciation	combined	OG0000747	0.0368257449974912	0.821516711633258	0.999899375012738	No	No
speciation	combined	OG0006432	0.0391750710378667	0.878160633860085	0.999899375012738	No	No
speciation	combined	OG0008710	0.0391750710378667	0.878160633860085	0.999899375012738	No	No
speciation	combined	OG0005235	0.0399399935193068	0.880593197184998	0.999899375012738	No	No
speciation	combined	OG0000354	0.0708159077372753	0.30778961469162	0.999899375012738	No	No
speciation	combined	OG0000305	0.0723701258655201	0.49180663646195	0.999899375012738	No	No
speciation	combined	OG0002256	0.220213226063811	0.720124728388001	0.999899375012738	No	No
speciation	combined	OG0001970	0.335713931523789	0.618479025841973	0.999899375012738	No	No
speciation	combined	OG0001289	0.342195752163886	0.51488898203542	0.999899375012738	No	No
speciation	combined	OG0009415	0.388576315693334	0.653009323523041	0.999899375012738	No	No
speciation	combined	OG0001839	0.389846298095773	0.652189209830435	0.999899375012738	No	No
speciation	combined	OG0000258	0.393959484415638	0.402004857048538	0.999899375012738	No	No
speciation	combined	OG0011214	0.403565704128279	0.517628904358616	0.999899375012738	No	No
speciation	combined	OG0005520	0.450697681755623	0.486582421345873	0.999899375012738	No	No
speciation	combined	OG0007485	0.459361400041538	0.402945437101403	0.999899375012738	No	No
speciation	combined	OG0001002	0.5429333407825	0.334720386523958	0.999899375012738	No	No
speciation	combined	OG0002864	0.675645561444551	0.391118956054336	0.999899375012738	No	No
speciation	combined	OG0004234	0.690741740124913	0.495598474184016	0.999899375012738	No	No
speciation	combined	OG0003289	0.734222194328296	0.479294124499637	0.999899375012738	No	No
speciation	combined	OG0013175	0.75402241298758	0.472048546660084	0.999899375012738	No	No
speciation	combined	OG0010822	0.791611483861815	0.548857289958987	0.999899375012738	No	No
speciation	combined	OG0006355	0.800807057872435	0.540237232307375	0.999899375012738	No	No
speciation	combined	OG0001405	0.804028988815188	0.643987318288714	0.999899375012738	No	No
speciation	combined	OG0005450	0.804028988815188	0.643987318288714	0.999899375012738	No	No
speciation	combined	OG0007215	0.804028988815188	0.643987318288714	0.999899375012738	No	No
speciation	combined	OG0007220	0.804028988815188	0.643987318288714	0.999899375012738	No	No
speciation	combined	OG0009116	0.804028988815188	0.643987318288714	0.999899375012738	No	No
speciation	combined	OG0009107	0.806475817130721	0.540549018044568	0.999899375012738	No	No
speciation	combined	OG0004651	0.840848149413323	0.380262553515998	0.999899375012738	No	No
speciation	combined	OG0007873	0.878342446733145	0.513860826447303	0.999899375012738	No	No
speciation	combined	OG0000335	0.898667642762532	0.128706095719766	0.999899375012738	No	No
speciation	combined	OG0008865	0.915732956160214	0.472036037218984	0.999899375012738	No	No
