profile_type	cluster_data	gene_family_id	coefficient	pval	qval	signif_level	signif_fdr
speciation	combined	OG0008691	-1.98519375908813	0.304775234345157	0.983054655182066	No	No
speciation	combined	OG0011414	-1.11646528079882	0.536955523348153	0.983054655182066	No	No
speciation	combined	OG0013048	-1.11646528079882	0.536955523348153	0.983054655182066	No	No
speciation	combined	OG0004518	-0.919565344700753	0.411158514103087	0.983054655182066	No	No
speciation	combined	OG0003684	-0.850821088185387	0.506517908761457	0.983054655182066	No	No
speciation	combined	OG0002473	-0.829265805385212	0.336743018616561	0.983054655182066	No	No
speciation	combined	OG0002468	-0.677878053575243	0.505451489548853	0.983054655182066	No	No
speciation	combined	OG0010423	-0.639740641618402	0.627594886474521	0.983054655182066	No	No
speciation	combined	OG0000906	-0.638052665621262	0.595802590931071	0.983054655182066	No	No
speciation	combined	OG0000905	-0.63517796531047	0.283978992359556	0.983054655182066	No	No
speciation	combined	OG0005291	-0.588757680468301	0.494118709095123	0.983054655182066	No	No
speciation	combined	OG0003499	-0.509423007960395	0.618643702493257	0.983054655182066	No	No
speciation	combined	OG0001724	-0.48807528938828	0.631677764189397	0.983054655182066	No	No
speciation	combined	OG0010866	-0.473101560222888	0.538233147464957	0.983054655182066	No	No
speciation	combined	OG0001259	-0.38900480352729	0.601046733018122	0.983054655182066	No	No
speciation	combined	OG0012975	-0.364097390944846	0.82763427578915	0.983054655182066	No	No
speciation	combined	OG0012997	-0.363572834423319	0.827832922634433	0.983054655182066	No	No
speciation	combined	OG0004184	-0.363247536084914	0.827959306111833	0.983054655182066	No	No
speciation	combined	OG0004725	-0.362693070194163	0.828163495074601	0.983054655182066	No	No
speciation	combined	OG0008506	-0.362596279943902	0.828201277734814	0.983054655182066	No	No
speciation	combined	OG0004481	-0.362274304586704	0.828316152602499	0.983054655182066	No	No
speciation	combined	OG0013041	-0.361657388987548	0.828557463325164	0.983054655182066	No	No
speciation	combined	OG0010879	-0.360952154273579	0.828815886992309	0.983054655182066	No	No
speciation	combined	OG0005785	-0.360796545434713	0.828876906222839	0.983054655182066	No	No
speciation	combined	OG0008905	-0.360495908518806	0.828990706924589	0.983054655182066	No	No
speciation	combined	OG0013038	-0.360298050497982	0.829063825521808	0.983054655182066	No	No
speciation	combined	OG0000795	-0.359618998343624	0.829324759240189	0.983054655182066	No	No
speciation	combined	OG0011429	-0.359436826270447	0.829388705945079	0.983054655182066	No	No
speciation	combined	OG0012996	-0.359186908166943	0.829487324187879	0.983054655182066	No	No
speciation	combined	OG0013060	-0.359030256624072	0.82954587457344	0.983054655182066	No	No
speciation	combined	OG0012930	-0.358122584898277	0.829895210680785	0.983054655182066	No	No
speciation	combined	OG0003460	-0.346220390508995	0.738898853497949	0.983054655182066	No	No
speciation	combined	OG0000023	-0.343528431294193	0.351864220003993	0.983054655182066	No	No
speciation	combined	OG0001845	-0.312116418463962	0.535282701287605	0.983054655182066	No	No
speciation	combined	OG0004674	-0.31158770457855	0.696729769977978	0.983054655182066	No	No
speciation	combined	OG0004008	-0.281094369308411	0.700662877784224	0.983054655182066	No	No
speciation	combined	OG0001370	-0.243277551038455	0.688884685225373	0.983054655182066	No	No
speciation	combined	OG0011417	-0.235218664930933	0.782831188660907	0.983054655182066	No	No
speciation	combined	OG0002806	-0.228852849280397	0.836266590276184	0.983054655182066	No	No
speciation	combined	OG0003548	-0.227913546432134	0.836823816974857	0.983054655182066	No	No
speciation	combined	OG0006854	-0.225417712753159	0.814743315202742	0.983054655182066	No	No
speciation	combined	OG0000814	-0.208804860217643	0.708251817529039	0.983054655182066	No	No
speciation	combined	OG0001008	-0.188754829949516	0.482302953735255	0.983054655182066	No	No
speciation	combined	OG0002067	-0.174175819864483	0.879938595614859	0.983054655182066	No	No
speciation	combined	OG0003813	-0.103736636785111	0.905288387661947	0.983054655182066	No	No
speciation	combined	OG0001373	-0.0883976315207963	0.886706926477964	0.983054655182066	No	No
speciation	combined	OG0003626	-0.0844545522092371	0.935415353127073	0.983054655182066	No	No
speciation	combined	OG0004805	-0.0807479057893994	0.937425329518571	0.983054655182066	No	No
speciation	combined	OG0006796	-0.0788359000208828	0.93828498229378	0.983054655182066	No	No
speciation	combined	OG0000756	-0.0659825748965688	0.857083438058948	0.983054655182066	No	No
speciation	combined	OG0006176	-0.0569881202806192	0.931863581821567	0.983054655182066	No	No
speciation	combined	OG0004949	-0.0559012413975323	0.916197252381319	0.983054655182066	No	No
speciation	combined	OG0000018	-0.0532421251503435	0.747921666971157	0.983054655182066	No	No
speciation	combined	OG0001608	-0.0509172122649659	0.803486568679936	0.983054655182066	No	No
speciation	combined	OG0000557	-0.0232653117527335	0.953657998288422	0.983054655182066	No	No
speciation	combined	OG0001864	-0.0202045405313932	0.951842271197	0.983054655182066	No	No
speciation	combined	OG0001825	-0.00896321403923634	0.98088878019397	0.983975876810676	No	No
speciation	combined	OG0000419	0.00710647600455982	0.955362974754402	0.983054655182066	No	No
speciation	combined	OG0004153	0.00790004029697038	0.983975876810676	0.983975876810676	No	No
speciation	combined	OG0002242	0.0156521367457176	0.937634343069433	0.983054655182066	No	No
speciation	combined	OG0000937	0.02576945528941	0.920657841055273	0.983054655182066	No	No
speciation	combined	OG0002648	0.0837471724455904	0.841126543420735	0.983054655182066	No	No
speciation	combined	OG0002719	0.148829612597609	0.803869213007063	0.983054655182066	No	No
speciation	combined	OG0001762	0.311872796098438	0.504902406733306	0.983054655182066	No	No
speciation	combined	OG0007675	0.382347513848716	0.569297794125011	0.983054655182066	No	No
speciation	combined	OG0006170	0.387869168751824	0.741759697130562	0.983054655182066	No	No
speciation	combined	OG0000629	0.392738866410782	0.552046200807537	0.983054655182066	No	No
speciation	combined	OG0000826	0.417621285767385	0.481863334091256	0.983054655182066	No	No
speciation	combined	OG0001084	0.449944494932393	0.521994831420517	0.983054655182066	No	No
speciation	combined	OG0002125	0.453606931850504	0.517507731160789	0.983054655182066	No	No
speciation	combined	OG0004764	0.933047217672437	0.486020927431039	0.983054655182066	No	No
