profile_type	cluster_data	gene_family_id	coefficient	pval	qval	signif_level	signif_fdr
speciation	combined	OG0003859	-0.200742437512417	0.636021073212486	0.774587485047475	No	No
speciation	combined	OG0003278	-0.0531247803891303	0.8306986731378	0.929125614804853	No	No
speciation	combined	OG0003628	-0.0516476309360827	0.759041475442548	0.886800931705155	No	No
speciation	combined	OG0005494	-0.0308183486554571	0.850386155923086	0.929125614804853	No	No
speciation	combined	OG0000228	-0.0121508029337921	0.697722990600551	0.82331312890865	No	No
speciation	combined	OG0003205	-0.00681242983361985	0.94850602625793	0.987279433817652	No	No
speciation	combined	OG0011334	-0.00372340965130273	0.986544433250705	0.987279433817652	No	No
speciation	combined	OG0002363	-0.00282545044401916	0.981530241839097	0.987279433817652	No	No
speciation	combined	OG0006436	-0.00146639571963177	0.987279433817652	0.987279433817652	No	No
speciation	combined	OG0004069	0.00258602457621164	0.971516532325708	0.987279433817652	No	No
speciation	combined	OG0002331	0.003754523683043	0.973881265814598	0.987279433817652	No	No
speciation	combined	OG0007438	0.0202399497408237	0.885504329566435	0.958619365952654	No	No
speciation	combined	OG0007235	0.029707337110329	0.906337400188041	0.972252847474444	No	No
speciation	combined	OG0010827	0.0345463733232282	0.936161936597057	0.986313468914757	No	No
speciation	combined	OG0013940	0.036646160012838	0.91548296969752	0.973216129948714	No	No
speciation	combined	OG0006813	0.037983976631482	0.843824794566738	0.929125614804853	No	No
speciation	combined	OG0000428	0.0480595924069965	0.521539416303634	0.668930990476401	No	No
speciation	combined	OG0002398	0.0496609115719569	0.802472724431966	0.915318483663916	No	No
speciation	combined	OG0010715	0.0500256662476689	0.806721375432604	0.915318483663916	No	No
speciation	combined	OG0010295	0.05018073104675	0.789865984928361	0.913766531583791	No	No
speciation	combined	OG0011955	0.0506133783355956	0.83758320491607	0.929125614804853	No	No
speciation	combined	OG0008106	0.0652895040764289	0.636737169911908	0.774587485047475	No	No
speciation	combined	OG0001822	0.0714189026278627	0.600915371941258	0.754340573287962	No	No
speciation	combined	OG0006437	0.0751894330490807	0.41745835784122	0.566207887646712	No	No
speciation	combined	OG0000119	0.0855201016819631	0.139675834587591	0.554243307863309	No	No
speciation	combined	OG0000564	0.100197225147499	0.305402392745639	0.556020828704824	No	No
speciation	combined	OG0000951	0.105103021271953	0.277314854123183	0.556020828704824	No	No
speciation	combined	OG0000479	0.10961465806537	0.0943896463625721	0.498760292968419	No	No
speciation	combined	OG0000231	0.128921049097402	0.0630903557051959	0.498760292968419	No	No
speciation	combined	OG0006945	0.164449381648956	0.658631325633057	0.78503531742122	No	No
speciation	combined	OG0002109	0.180751076126092	0.498171269218739	0.645980327118805	No	No
speciation	combined	OG0004726	0.203419681249285	0.179930488744202	0.556020828704824	No	No
speciation	combined	OG0001651	0.204837874900965	0.423808070083923	0.56828809397617	No	No
speciation	combined	OG0007509	0.210115438885127	0.652448625420591	0.78503531742122	No	No
speciation	combined	OG0005238	0.245045166346099	0.148758106446415	0.556020828704824	No	No
speciation	combined	OG0002063	0.247392609532834	0.047603229255673	0.435230720230178	Yes	No
speciation	combined	OG0011209	0.276999177787441	0.61372767327931	0.76231437312588	No	No
speciation	combined	OG0008800	0.278259106483593	0.312814726304789	0.556020828704824	No	No
speciation	combined	OG0009099	0.286417262747425	0.341877260688074	0.556020828704824	No	No
speciation	combined	OG0008810	0.31019981880241	0.305271205089979	0.556020828704824	No	No
speciation	combined	OG0000880	0.314007658706998	0.0119565331876935	0.410574284435817	Yes	No
speciation	combined	OG0010262	0.322606092821206	0.393064542419457	0.556020828704824	No	No
speciation	combined	OG0009937	0.324834547903777	0.338819666434007	0.556020828704824	No	No
speciation	combined	OG0010836	0.326955509823465	0.441822748935129	0.585787464880283	No	No
speciation	combined	OG0010339	0.327020207332396	0.415563464861226	0.566207887646712	No	No
speciation	combined	OG0011190	0.354213249317695	0.385531941848924	0.556020828704824	No	No
speciation	combined	OG0014057	0.361122580719527	0.561634368225243	0.712611348930953	No	No
speciation	combined	OG0009881	0.362577693295548	0.480151612991049	0.629532114810486	No	No
speciation	combined	OG0003202	0.378620466599992	0.0784032895141455	0.498760292968419	No	No
speciation	combined	OG0010786	0.386259849620433	0.378861899352107	0.556020828704824	No	No
