profile_type	cluster_data	gene_family_id	coefficient	pval	qval	signif_level	signif_fdr
speciation	combined	OG0006616	-2.20104209524822	0.419528309030095	0.999665625344945	No	No
speciation	combined	OG0004056	-1.25299547732159	0.224258247621596	0.999665625344945	No	No
speciation	combined	OG0007987	-1.21397926818639	0.593979202842536	0.999665625344945	No	No
speciation	combined	OG0008658	-1.21394191233419	0.593984623958238	0.999665625344945	No	No
speciation	combined	OG0002230	-0.699697707247066	0.458252803734881	0.999665625344945	No	No
speciation	combined	OG0006110	-0.520352644194923	0.521093431772632	0.999665625344945	No	No
speciation	combined	OG0006482	-0.435480479413553	0.473645239838877	0.999665625344945	No	No
speciation	combined	OG0005867	-0.0576896884553413	0.933979194332475	0.999665625344945	No	No
speciation	combined	OG0008655	-0.0572636251515611	0.957079163454647	0.999665625344945	No	No
speciation	combined	OG0007432	-0.0499119047869241	0.881744193513246	0.999665625344945	No	No
speciation	combined	OG0006956	-0.0426281314676065	0.939629284081283	0.999665625344945	No	No
speciation	combined	OG0007223	-0.0385637472784783	0.979316585991676	0.999665625344945	No	No
speciation	combined	OG0003473	-0.0343056856949221	0.891444643879205	0.999665625344945	No	No
speciation	combined	OG0008471	-0.030830906777916	0.970219435851652	0.999665625344945	No	No
speciation	combined	OG0006662	-0.0283058024138331	0.93864057887571	0.999665625344945	No	No
speciation	combined	OG0009518	-0.0277018918683524	0.941099992066715	0.999665625344945	No	No
speciation	combined	OG0002472	-0.0167256859710839	0.947877709908051	0.999665625344945	No	No
speciation	combined	OG0003550	-0.01471817329555	0.986128739297195	0.999665625344945	No	No
speciation	combined	OG0006173	-0.0141746614066425	0.968682721952903	0.999665625344945	No	No
speciation	combined	OG0007370	-0.01339930993949	0.955506067404117	0.999665625344945	No	No
speciation	combined	OG0010092	-0.0126605552491146	0.993389749121936	0.999665625344945	No	No
speciation	combined	OG0007999	-0.0115711381456479	0.910556094958059	0.999665625344945	No	No
speciation	combined	OG0007519	-0.0108395310102872	0.984918555940472	0.999665625344945	No	No
speciation	combined	OG0001349	-0.00433110926629937	0.977754500110177	0.999665625344945	No	No
speciation	combined	OG0005844	-0.00189325346032708	0.993950445138657	0.999665625344945	No	No
speciation	combined	OG0006172	-0.000148508705610094	0.999665625344945	0.999665625344945	No	No
speciation	combined	OG0008294	0.00138445840797816	0.997669282540514	0.999665625344945	No	No
speciation	combined	OG0006987	0.00287986383979098	0.996771065306289	0.999665625344945	No	No
speciation	combined	OG0007629	0.00383056226412432	0.997845780543415	0.999665625344945	No	No
speciation	combined	OG0006826	0.00410069713365689	0.996975689097119	0.999665625344945	No	No
speciation	combined	OG0011344	0.00471321723215168	0.991927587948802	0.999665625344945	No	No
speciation	combined	OG0008410	0.00667578804862542	0.996162626869649	0.999665625344945	No	No
speciation	combined	OG0009380	0.0105744596986641	0.977586260793065	0.999665625344945	No	No
speciation	combined	OG0009909	0.0105744596986641	0.977586260793065	0.999665625344945	No	No
speciation	combined	OG0010753	0.0118597023660972	0.983356406903127	0.999665625344945	No	No
speciation	combined	OG0011221	0.0118597023660972	0.983356406903127	0.999665625344945	No	No
speciation	combined	OG0011996	0.0118597023660972	0.983356406903127	0.999665625344945	No	No
speciation	combined	OG0013160	0.0118597023660972	0.983356406903127	0.999665625344945	No	No
speciation	combined	OG0010440	0.0146578374989203	0.978166531205068	0.999665625344945	No	No
speciation	combined	OG0011843	0.018899516932445	0.959252427947661	0.999665625344945	No	No
speciation	combined	OG0010351	0.0200758164193913	0.962707880752468	0.999665625344945	No	No
speciation	combined	OG0009641	0.0205011142591711	0.955176216855423	0.999665625344945	No	No
speciation	combined	OG0009365	0.0231513433537987	0.971205883859465	0.999665625344945	No	No
speciation	combined	OG0011278	0.023211059430935	0.971175547236346	0.999665625344945	No	No
speciation	combined	OG0010774	0.0232991182346295	0.97069313801325	0.999665625344945	No	No
speciation	combined	OG0012733	0.0235676481509062	0.970693623788779	0.999665625344945	No	No
speciation	combined	OG0010809	0.0235915320842134	0.970611169036291	0.999665625344945	No	No
